num,patch,mag,magerr,elongation_norm,fwhm_norm,significance_abs,residual,psffit_sigma_ratio,psffit_peak_ratio,frac_det,density,density_good,bapsf,psf,score
479,3_8,26.448069,0.792963,0.509312,0.608885,4.046412,1.054936,0.989748,1.284551,0.622222,1,1,0.868740,3.981009,0
480,3_8,24.782356,0.165769,0.843420,1.129136,9.343371,0.966805,0.840171,1.065484,0.866667,0,0,0.884950,3.986042,1
481,3_8,26.253699,0.598565,0.533401,0.855926,4.959048,0.882530,1.033119,1.388830,0.777778,1,1,0.910662,3.966472,0
482,3_8,26.638489,0.923497,0.443646,0.600453,4.549115,1.023260,0.896060,2.087987,0.666667,0,0,0.874701,3.981805,1
483,3_8,24.754872,0.154307,0.899525,1.653364,3.798591,1.041581,0.830467,-0.216134,0.822222,1,1,0.901608,3.983228,0
484,3_8,25.230322,0.257017,0.813179,1.686710,4.846949,0.936900,0.986429,0.519914,0.800000,1,1,0.879782,3.981242,0
485,3_8,25.026440,0.201245,1.038968,1.021133,8.255059,0.995730,0.922483,0.731706,0.866667,0,0,0.889454,3.984050,1
486,3_8,25.497216,0.311324,1.035994,0.865136,5.841552,1.134412,1.056189,0.668801,0.600000,1,1,0.912116,3.962797,1
487,3_8,25.043147,0.216592,0.552067,1.243815,7.530681,0.873398,1.122436,1.334661,0.777778,1,1,0.880981,3.979088,1
488,3_8,25.077548,0.219093,0.779601,1.214911,7.160660,0.919544,0.855379,0.531418,0.911111,1,1,0.887696,3.978490,1
489,3_8,25.172168,0.235915,0.751013,1.011209,3.460099,0.945536,1.065950,1.103438,0.755556,5,1,0.905042,3.976150,0
490,3_8,25.273889,0.260326,0.675041,1.340335,4.590851,0.971322,0.958877,1.020041,0.777778,0,0,0.909790,3.970992,1
491,3_8,25.538276,0.323891,0.965543,1.146984,5.241148,0.978004,0.952472,1.231518,0.711111,1,1,0.912587,3.965451,1
492,3_8,26.341596,0.688737,0.402879,0.903269,4.376845,0.957674,0.970801,1.378878,0.644444,0,0,0.913417,3.963258,1
493,3_8,24.147296,0.090551,0.971600,1.028960,15.411655,1.117575,1.192330,0.738730,0.866667,0,0,0.911450,3.967931,1
494,3_8,24.956958,0.183649,0.848949,1.994879,2.136082,1.014411,0.923772,0.015510,0.800000,8,2,0.906447,3.973016,0
495,3_8,25.535470,0.378640,0.864282,0.516201,2.675337,0.897161,1.144529,2.851835,0.644444,0,0,0.915136,3.959179,0
496,3_8,25.087996,0.208740,0.563899,0.984590,8.281698,1.015869,1.019728,1.212745,0.844444,1,1,0.916528,3.953020,1
497,3_8,24.895760,0.179825,0.834813,1.977626,2.121398,1.054436,1.049503,1.150626,0.666667,6,1,0.907844,3.970865,0
498,3_8,25.377483,0.263166,0.954549,0.923199,10.051103,1.006577,0.980961,0.923518,0.800000,0,0,0.913670,3.963578,1
499,3_8,25.765858,0.386178,0.574793,0.840543,5.295104,1.091259,0.898133,0.713057,0.688889,1,1,0.915473,3.959151,0
500,3_8,25.070675,0.201125,0.827378,1.392253,7.238042,1.000371,0.785814,0.823344,0.800000,0,0,0.915236,3.959968,1
501,3_8,24.408139,0.119007,0.893324,1.005003,13.604617,0.968772,1.079448,0.889340,0.866667,0,0,0.895145,3.971706,1
502,3_8,24.730009,0.159894,0.774655,1.023569,7.975447,1.118704,1.029577,0.846575,0.800000,0,0,0.889215,3.968808,1
503,3_8,26.058539,0.532629,0.821790,0.522705,5.049858,1.001538,0.937487,1.919204,0.577778,0,0,0.885566,3.966572,0
504,3_8,24.738352,0.161279,0.949472,1.135855,10.948062,0.964658,0.945055,0.824765,0.888889,2,1,0.877404,3.961525,1
505,3_8,24.146763,0.088808,0.846753,0.901308,17.479612,1.089031,1.031790,0.945619,0.866667,1,1,0.899976,3.970708,1
506,3_8,25.510086,0.322450,0.886873,0.766191,6.963759,0.985042,0.975034,0.895335,0.711111,2,2,0.880413,3.963377,1
507,3_8,26.156860,0.575047,0.779836,0.735417,7.339273,0.997379,0.883987,1.422770,0.755556,1,1,0.916651,3.956603,1
508,3_8,25.716640,0.373381,0.511802,1.013157,5.636417,0.936769,0.863960,0.531544,0.755556,0,0,0.907450,3.968590,1
509,3_8,25.495642,0.296281,0.466177,1.656005,4.629248,1.055982,1.078737,0.822103,0.733333,0,0,0.918227,3.951692,0
510,3_8,24.275249,0.101985,0.948522,0.940575,18.268023,1.011415,0.921465,0.924558,0.911111,2,2,0.881552,3.960886,1
511,3_8,25.927883,0.467094,0.768391,0.835601,4.703246,0.950959,0.943550,1.156349,0.688889,2,1,0.879064,3.959324,0
512,3_8,26.301567,0.797812,0.723458,0.509727,4.648503,0.943010,1.457137,2.957096,0.600000,1,0,0.893916,3.966543,0
513,3_8,25.699617,0.380291,0.803049,0.964104,7.088152,1.042753,1.094464,1.342151,0.711111,0,0,0.914234,3.961708,1
514,3_8,25.720469,0.394169,0.728428,0.599188,4.376114,0.920232,1.008252,1.792816,0.733333,1,0,0.889588,3.961703,0
515,3_8,25.239120,0.229623,0.657417,0.701583,4.709689,0.993966,0.960923,1.775041,0.688889,1,1,0.919639,3.951127,0
516,3_8,25.357077,0.280101,0.785145,1.174414,6.677451,0.924045,1.020463,0.924936,0.822222,0,0,0.900278,3.963466,1
517,3_8,24.916821,0.187139,0.616701,1.044366,8.687545,0.949498,1.132975,0.815823,0.933333,1,1,0.886271,3.955840,1
518,3_8,28.046698,4.450264,0.913788,0.630026,5.134288,1.265126,1.696746,1.520697,0.711111,1,1,0.903067,3.961974,0
519,3_8,23.601375,0.051837,0.927708,1.086829,28.781527,1.034647,1.004420,0.916078,1.000000,1,1,0.920504,3.949713,1
520,3_8,24.871083,0.174030,0.788417,1.032692,9.645120,0.908836,1.004561,0.875210,0.888889,1,0,0.919185,3.953037,1
521,3_8,25.878218,0.436820,0.610346,0.958843,5.177986,1.086680,0.915471,0.636341,0.755556,0,0,0.893139,3.957137,0
522,3_8,25.295700,0.250990,0.767780,0.903824,7.331446,0.992547,1.018223,0.947484,0.777778,1,1,0.918964,3.953451,1
523,3_8,25.224059,0.230321,0.906467,1.128230,6.963140,1.010330,0.875636,0.675288,0.777778,0,0,0.917047,3.956297,1
524,3_8,24.807873,0.157029,0.902881,1.106076,10.693920,1.041596,0.959348,0.942497,0.888889,2,1,0.919594,3.952336,1
525,3_8,25.496828,0.297050,0.601610,1.117545,5.153510,1.065191,1.002607,1.300070,0.844444,2,1,0.922896,3.943781,1
526,3_8,25.714263,0.393329,0.487173,0.846989,4.746990,1.200308,1.012889,1.310982,0.622222,0,0,0.898781,3.956868,1
527,3_8,25.070536,0.211722,0.503080,1.508347,4.391571,1.124742,0.958936,0.967635,0.755556,0,0,0.893666,3.953709,1
528,3_8,25.587924,0.347503,0.619236,1.054098,4.696205,0.956947,1.089668,0.830298,0.755556,0,0,0.890065,3.949880,1
529,3_8,26.101492,0.549422,0.572882,0.911429,4.655251,0.847912,0.952088,1.150172,0.688889,1,1,0.900295,3.939443,1
530,3_8,25.230034,0.240686,0.673541,1.411456,5.170672,1.007511,0.874179,0.472143,0.822222,0,0,0.893359,3.950604,0
531,3_8,24.906226,0.168868,0.598355,1.153295,8.475345,1.040360,0.797670,1.265029,0.888889,0,0,0.925016,3.938510,1
532,3_8,24.353405,0.105983,0.566061,1.517606,11.652264,1.089941,1.096683,0.857214,0.933333,1,0,0.926267,3.935524,1
533,3_8,24.441278,0.216497,0.752686,0.644161,8.863030,1.500912,2.284153,1.723407,0.822222,0,0,0.922236,3.947544,0
534,3_8,25.105123,0.203019,0.768126,1.754958,4.136385,0.871436,1.000818,-0.214244,0.822222,0,0,0.925416,3.940152,0
535,3_8,21.399793,0.007429,0.975804,1.007759,176.174769,1.216704,1.192368,0.965038,1.000000,1,1,0.894404,3.944744,1
536,3_8,25.752783,0.392829,0.864474,0.747651,4.255948,0.937913,1.052061,1.680686,0.688889,0,0,0.908451,3.950449,0
537,3_8,25.998948,0.479533,0.808104,0.676500,6.330968,0.982935,0.948490,1.238971,0.688889,1,1,0.916931,3.950242,1
538,3_8,25.284814,0.255909,0.786345,1.014336,7.489792,0.967673,0.899036,0.393656,0.822222,1,1,0.916305,3.950187,1
539,3_8,25.799294,0.420054,0.634022,0.918316,5.027958,1.045370,0.881088,1.411995,0.800000,2,2,0.895233,3.941959,0
540,3_8,25.535932,0.311877,0.439947,1.014378,6.132342,1.033785,1.038304,1.647221,0.777778,0,0,0.915996,3.949097,1
541,3_8,24.639306,0.128431,0.941512,1.055330,11.907388,1.021085,0.804252,0.692367,0.866667,0,0,0.928240,3.935806,1
542,3_8,26.111842,0.750258,0.522133,0.643583,6.306538,0.985517,1.738107,1.615353,0.622222,0,0,0.907001,3.946758,0
543,3_8,24.536385,0.119626,0.639238,0.960799,13.704835,0.907680,1.000315,0.910388,0.866667,2,1,0.924492,3.943615,1
544,3_8,24.660965,0.146571,0.657153,1.143764,8.789382,0.999251,1.002499,0.889966,0.888889,4,3,0.897821,3.940754,1
545,3_8,26.053237,0.541298,0.867406,0.506125,4.866429,1.081653,1.085136,1.850978,0.644444,2,1,0.924527,3.943506,0
546,3_8,26.526067,0.744202,0.496751,0.853301,4.619448,0.871887,1.026534,1.341010,0.733333,0,0,0.929878,3.928539,0
547,3_8,24.346516,0.110571,0.923497,1.130963,14.682937,0.911180,1.064341,0.894610,0.955556,3,2,0.898699,3.940219,1
548,3_8,25.094267,0.218395,0.989308,0.825307,8.084865,0.979360,1.015408,0.950887,0.777778,0,0,0.897460,3.938408,1
549,3_8,25.521936,0.302439,0.707946,0.997245,5.392799,0.977275,1.001470,1.375569,0.733333,0,0,0.926054,3.941369,1
550,3_8,24.371220,0.109380,0.841526,0.976315,15.588180,1.030562,1.031162,1.009839,0.933333,1,1,0.902713,3.930372,1
551,3_8,24.435664,0.118572,0.741130,1.091654,11.781410,0.996443,1.035645,1.043889,0.933333,1,1,0.920988,3.945462,1
552,3_8,25.724988,0.372518,0.552327,0.841491,5.973384,1.021925,0.826852,1.086350,0.822222,0,0,0.911326,3.945363,1
553,3_8,24.224504,0.096249,0.710232,1.195562,14.366577,0.941687,0.828923,0.955836,0.933333,0,0,0.896333,3.936191,1
554,3_8,25.068096,0.206080,0.710815,1.672006,3.822403,0.854135,1.047294,0.822820,0.844444,1,1,0.921785,3.944518,0
555,3_8,23.822196,0.066990,0.750777,0.964630,21.865192,1.081172,0.959918,1.100073,0.933333,2,2,0.904507,3.928826,1
556,3_8,24.152889,0.084883,0.978904,1.014364,18.533674,0.957988,0.913615,1.071882,0.955556,0,0,0.929260,3.936296,1
557,3_8,25.298401,0.245153,0.884311,0.978355,8.430794,0.997085,0.895035,0.963587,0.800000,0,0,0.930895,3.932060,1
558,3_8,25.170404,0.219956,0.608895,1.544499,5.097137,0.919865,1.023210,0.865014,0.711111,0,0,0.930798,3.932774,0
559,3_8,24.806238,0.161276,0.825626,0.952094,10.659954,1.000282,0.921717,0.993688,0.844444,1,1,0.912802,3.941519,1
560,3_8,25.800829,0.399310,0.575593,0.775245,4.964565,1.141244,0.983692,1.532982,0.666667,0,0,0.929991,3.935696,1
561,3_8,25.126736,0.224267,0.474017,1.121972,5.362847,1.061658,0.921942,1.412217,0.777778,1,1,0.912408,3.940718,1
562,3_8,25.337060,0.244552,0.732326,1.461349,5.252589,0.834891,0.925139,0.828237,0.800000,0,0,0.931121,3.933923,0
563,3_8,24.529274,0.127188,0.891328,1.134957,12.321791,0.919624,0.935768,0.762910,1.000000,1,0,0.922803,3.940912,1
564,3_8,25.244761,0.239851,0.828629,1.667934,4.027666,1.086654,0.820109,1.138342,0.755556,0,0,0.924222,3.939942,0
565,3_8,25.422807,0.284797,0.747939,1.096756,6.678951,0.949344,0.900945,0.719788,0.888889,0,0,0.912950,3.925189,1
566,3_8,25.579758,0.328270,0.416964,1.219754,5.337015,0.932299,0.996129,0.999630,0.777778,1,1,0.908043,3.924119,1
567,3_8,24.951670,0.190980,0.637100,1.161813,6.052452,0.943502,1.107237,0.899150,0.711111,0,0,0.917919,3.938371,1
568,3_8,26.100695,0.511646,0.805849,0.782491,6.774907,0.954483,0.910786,1.119005,0.822222,0,0,0.934129,3.929165,1
569,3_8,24.422587,0.113308,0.937980,1.133660,14.010398,0.930775,0.926735,1.120694,0.955556,0,0,0.901292,3.927892,1
570,3_8,25.256020,0.246983,0.722367,0.806366,4.829284,0.917329,1.000871,1.107917,0.644444,1,0,0.911115,3.934890,0
571,3_8,24.643843,0.138723,0.767073,1.087712,11.444782,1.044672,1.053116,1.312553,0.955556,0,0,0.933716,3.930625,1
572,3_8,25.354675,0.256395,0.743208,0.924719,7.350465,1.095795,0.866369,1.081243,0.800000,0,0,0.936298,3.919953,1
573,3_8,25.557842,0.319624,0.455304,0.988109,4.842997,0.989775,0.978613,1.512539,0.688889,2,1,0.910108,3.932194,1
574,3_8,25.475279,0.295604,0.556812,1.473551,4.048539,1.172356,0.920908,0.605139,0.866667,1,1,0.910957,3.931687,0
575,3_8,24.983648,0.195627,0.794084,0.982419,8.503064,0.928064,0.909298,0.788657,0.866667,1,0,0.923877,3.936645,1
576,3_8,24.467163,0.118312,0.698499,1.019741,12.956382,1.049611,0.923135,0.958254,0.866667,0,0,0.928945,3.935773,1
577,3_8,25.369163,0.281647,0.758120,1.395988,4.229732,0.971322,1.031413,1.972586,0.800000,0,0,0.907241,3.928411,0
578,3_8,25.365630,0.267048,0.836731,1.356787,4.323505,1.079999,1.000797,0.682138,0.755556,1,1,0.926100,3.935973,0
579,3_8,25.323106,0.247604,0.700108,1.327420,5.468427,1.145443,1.016290,0.519326,0.755556,0,0,0.936492,3.926585,1
580,3_8,24.945895,0.182040,0.916646,1.106611,7.450878,0.973274,1.000472,0.955227,0.844444,0,0,0.933897,3.931810,1
581,3_8,23.706818,0.059014,0.957392,0.960270,27.507159,0.964147,0.820186,0.965922,0.977778,1,1,0.912640,3.920939,1
582,3_8,24.998569,0.195082,0.706329,1.381224,3.529852,1.100895,1.023118,-1.106667,0.755556,1,1,0.926217,3.935790,1
583,3_8,25.168249,0.220842,0.842122,0.974787,8.091988,0.919161,0.827352,1.208097,0.822222,2,2,0.915665,3.932393,1
584,3_8,25.796199,0.404573,0.902063,1.033197,5.504151,0.966380,0.920913,0.307919,0.733333,2,1,0.917142,3.932172,1
585,3_8,24.387674,0.110192,0.949065,0.970338,14.615899,1.223309,0.989925,1.259531,0.844444,1,1,0.906355,3.924641,1
586,3_8,24.477657,0.116881,0.871000,1.005360,12.435544,1.093988,0.871305,0.818473,0.933333,0,0,0.938779,3.915941,1
587,3_8,24.227883,0.094486,0.788748,1.092908,13.248600,1.037066,1.111026,1.085843,0.911111,1,1,0.913272,3.929176,1
588,3_8,25.081144,0.209533,0.931877,1.084996,8.381646,0.959095,0.913943,0.618804,0.888889,0,0,0.925853,3.934662,1
589,3_8,20.704939,0.003878,0.988554,1.004332,308.155331,1.438943,1.646171,0.961735,1.000000,1,1,0.906546,3.923845,1
590,3_8,24.255070,0.096127,0.726067,0.985980,17.960675,0.986699,1.137312,0.989415,0.911111,1,1,0.939026,3.921208,1
591,3_8,24.252821,0.096418,0.819471,1.063129,17.675561,0.978463,1.016190,0.995494,0.933333,1,0,0.936493,3.928941,1
592,3_8,26.755231,0.895620,0.927219,0.831559,5.820469,1.116053,0.919628,1.446565,0.711111,1,1,0.939395,3.916929,1
593,3_8,25.344183,0.254673,0.671222,0.688564,6.609062,0.922905,1.007458,1.506149,0.711111,0,0,0.935423,3.930513,1
594,3_8,25.791042,0.411362,0.949343,0.775381,5.458655,0.960735,1.082450,1.510577,0.644444,0,0,0.930265,3.933856,1
595,3_8,25.500466,0.311096,0.539417,0.882749,7.891674,1.113294,1.028765,1.056963,0.777778,2,2,0.913154,3.927811,1
596,3_8,24.110411,0.086436,1.068846,1.059764,16.262988,0.996661,1.148402,0.993438,0.955556,0,0,0.915047,3.919559,1
597,3_8,24.803019,0.157261,0.830843,0.883977,10.730899,1.059486,0.954655,0.890659,0.844444,0,0,0.932174,3.932872,1
598,3_8,24.794239,0.150805,0.719836,1.028289,9.387604,0.977936,1.000786,0.710260,0.866667,2,2,0.940312,3.915462,1
599,3_8,26.008167,0.500741,0.963765,0.979172,5.381171,0.966668,0.995615,0.489154,0.666667,1,0,0.909173,3.923151,1
600,3_8,25.403695,0.278579,0.476081,1.039184,4.837231,0.921041,1.094398,1.116138,0.733333,0,0,0.940813,3.919160,1
601,3_8,24.993921,0.200779,0.481270,1.477116,7.298477,1.136571,1.097429,0.564741,0.800000,2,2,0.928795,3.932649,1
602,3_8,25.185786,0.232491,0.700085,1.312124,5.367490,1.047234,0.813154,0.651719,0.777778,0,0,0.913687,3.925115,1
603,3_8,25.406539,0.266307,0.769799,0.907113,6.935574,0.925816,1.044151,1.152269,0.800000,0,0,0.940864,3.920812,1
604,3_8,25.186612,0.228506,0.431150,1.553334,4.667986,1.066950,0.989740,0.715863,0.822222,0,0,0.923958,3.922655,0
605,3_8,25.615581,0.340828,0.845913,0.661249,5.347786,0.973284,1.118781,1.824737,0.666667,2,2,0.928797,3.932258,1
606,3_8,25.814551,0.398324,0.542866,0.686866,5.411598,0.966980,0.923449,1.593251,0.688889,1,1,0.919466,3.919165,1
607,3_8,25.685233,0.345264,0.851081,1.133963,7.022073,0.939329,1.069746,0.965319,0.911111,0,0,0.940215,3.925580,1
608,3_8,25.116932,0.207670,0.765083,1.831668,5.078057,1.093639,1.034474,0.407711,0.888889,0,0,0.927303,3.931274,1
609,3_8,25.650150,0.347999,0.487023,1.107865,5.224663,0.950584,0.965221,1.315899,0.822222,1,1,0.919406,3.918732,1
610,3_8,26.086921,0.503835,0.563578,0.836350,4.677655,0.998414,0.980520,1.056133,0.711111,0,0,0.932293,3.931811,1
611,3_8,25.567945,0.325970,0.747479,1.222274,4.512152,0.998053,0.957950,1.665207,0.755556,1,0,0.915080,3.923074,1
612,3_8,24.177499,0.115610,1.022187,1.968056,4.055648,1.269928,1.078623,0.448399,0.755556,1,0,0.922513,3.920030,0
613,3_8,25.324734,0.242696,0.857979,1.081698,7.519566,0.946619,0.781978,0.906687,0.866667,1,0,0.940568,3.926708,1
614,3_8,25.444229,0.280058,0.789948,0.892992,9.491597,0.999952,0.857990,1.259862,0.866667,0,0,0.931480,3.931337,1
615,3_8,25.374999,0.373918,0.946757,0.684235,8.143657,1.190731,1.778250,1.756711,0.755556,1,1,0.935521,3.931046,0
616,3_8,25.980924,0.476163,0.439627,0.781382,5.180846,1.011305,0.939170,1.161510,0.688889,1,1,0.925160,3.929296,0
617,3_8,25.635373,0.354416,0.817428,0.677469,4.632122,0.989477,1.124682,1.208477,0.755556,0,0,0.919666,3.925883,0
618,3_8,23.333815,0.071662,0.751400,0.765247,30.050883,2.412748,5.680676,1.234904,0.866667,0,0,0.940499,3.927721,0
619,3_8,24.967507,0.188595,0.744652,0.903595,9.844134,0.959482,0.983955,1.220031,0.822222,1,1,0.929704,3.930567,1
620,3_8,24.656245,0.142964,0.976268,1.123439,9.286385,0.974039,1.054114,0.642709,0.844444,2,1,0.923269,3.919826,1
621,3_8,24.258052,0.123173,0.565462,1.541694,5.841087,1.380855,1.198040,0.411562,0.866667,2,1,0.925981,3.921908,0
622,3_8,26.135421,0.510432,0.501933,0.867723,5.593695,1.183894,0.872934,1.183062,0.777778,0,0,0.943638,3.918880,1
623,3_8,25.840309,0.403291,0.824125,0.888967,6.654344,1.063619,0.846988,0.828397,0.800000,0,0,0.942739,3.924158,1
624,3_8,25.588151,0.326379,1.008113,1.261565,6.297611,1.104808,0.968461,0.781520,0.844444,0,0,0.921623,3.918502,1
625,3_8,23.765837,0.059890,0.850220,1.075876,22.823415,1.029631,0.960117,0.981994,1.000000,0,0,0.937449,3.930620,1
626,3_8,25.482438,0.290820,0.948967,0.802695,11.641787,1.009901,0.917603,1.196161,0.777778,0,0,0.943561,3.922953,1
627,3_8,25.934975,0.432089,0.575273,0.912862,4.603682,0.938031,0.901035,0.631907,0.711111,0,0,0.943386,3.912153,1
628,3_8,25.648534,0.339207,0.681734,0.934133,4.859238,1.133664,0.823530,0.826392,0.777778,3,3,0.925678,3.921323,0
629,3_8,25.549001,0.303009,0.738385,1.073797,4.462244,1.133502,0.768492,0.190007,0.822222,1,1,0.941637,3.927586,0
630,3_8,24.741622,0.152806,0.680788,1.905733,5.501220,1.040194,1.062851,0.840456,0.844444,2,1,0.941933,3.927250,1
631,3_8,25.930638,0.431187,0.715075,0.913689,5.399034,1.029963,0.978552,0.604859,0.755556,0,0,0.935728,3.931031,1
632,3_8,25.302086,0.255726,0.732229,1.347658,5.438972,1.036338,0.966731,0.639767,0.822222,0,0,0.914977,3.919571,0
633,3_8,25.510153,0.313884,0.594066,1.128352,5.462953,1.047476,1.016257,1.211776,0.755556,0,0,0.916185,3.920623,1
634,3_8,26.469968,0.892297,0.534887,0.746903,2.928642,1.483029,1.433110,2.214261,0.711111,1,0,0.934539,3.931003,0
635,3_8,25.584453,0.333575,0.643124,1.070075,6.952410,0.984198,0.977896,0.607970,0.888889,1,1,0.921665,3.924771,1
636,3_8,25.177959,0.218940,0.928638,0.781639,9.954858,0.993946,0.944679,0.887442,0.755556,1,1,0.922377,3.925265,1
637,3_8,25.126490,0.208894,0.610366,0.915653,9.480555,0.985131,0.885634,0.946619,0.866667,2,2,0.928570,3.923576,1
638,3_8,24.810172,0.155775,0.760315,1.169060,9.576227,0.990288,1.118767,0.745810,0.866667,2,1,0.927571,3.922653,1
639,3_8,26.952383,1.162618,0.630416,0.666250,4.418982,0.921608,1.023768,1.609715,0.644444,1,0,0.932891,3.928097,1
640,3_8,25.280083,0.239331,0.839286,0.953031,5.180587,1.007248,0.911792,1.097369,0.733333,0,0,0.936544,3.931459,0
641,3_8,24.274233,0.097329,0.818032,1.121889,16.145606,0.928012,0.991758,0.947691,0.955556,1,1,0.941137,3.931055,1
642,3_8,25.412595,0.287517,0.538843,1.191743,4.126569,0.887019,1.058184,0.971765,0.844444,1,0,0.933835,3.930924,1
643,3_8,25.595972,0.326092,0.406100,1.374249,5.818462,0.967751,1.087121,0.394554,0.755556,1,1,0.941118,3.931444,1
644,3_8,27.132659,1.223212,0.693535,0.753571,4.863733,1.137079,1.050651,1.354530,0.600000,0,0,0.945904,3.921417,0
645,3_8,25.587980,0.326282,0.775141,0.723059,5.651940,0.966169,0.947759,1.697778,0.666667,1,1,0.921191,3.922808,1
646,3_8,25.042095,0.188566,0.428081,1.124282,5.772122,1.036685,0.888195,0.475573,0.822222,2,1,0.945725,3.918967,1
647,3_8,24.041082,0.113980,0.466509,0.744773,14.348946,1.944192,3.758373,1.609078,0.822222,2,1,0.945918,3.919999,0
648,3_8,26.311741,0.638623,0.640722,0.671062,5.487815,0.972775,1.006931,1.826379,0.533333,2,1,0.922677,3.923897,0
649,3_8,24.306948,0.101374,0.883665,0.894782,16.833901,1.135506,1.118522,1.107748,0.866667,2,2,0.934324,3.929963,1
650,3_8,24.635223,0.134086,0.942666,0.952154,12.608613,0.865157,1.093309,1.021694,0.866667,0,0,0.940291,3.932326,1
651,3_8,24.598038,0.124182,0.554037,1.081412,12.401031,1.093891,0.821393,0.723761,0.844444,2,2,0.935061,3.931111,1
652,3_8,25.619719,0.329508,0.820301,0.675445,5.987541,0.937162,1.053073,1.088512,0.600000,2,1,0.925580,3.926120,1
653,3_8,24.885782,0.158464,0.952162,1.104580,9.680611,0.993432,0.889894,0.975233,0.911111,0,0,0.946479,3.923659,1
654,3_8,25.362464,0.253305,0.876985,0.808661,8.380884,1.054694,0.904742,1.369638,0.688889,0,0,0.946398,3.922370,1
655,3_8,25.544280,0.306435,0.592421,0.842074,5.680838,1.009152,1.036363,1.236463,0.733333,1,1,0.933322,3.929342,1
656,3_8,25.245478,0.238886,0.772223,1.037298,7.059203,0.956544,0.941961,0.929539,0.800000,0,0,0.946603,3.926027,1
657,3_8,24.364076,0.102749,0.957260,1.562774,8.337913,1.208174,1.050949,0.901575,0.933333,0,0,0.943735,3.931925,0
658,3_8,25.607895,0.325026,0.858387,1.271735,4.106219,0.962050,0.941167,0.399671,0.844444,1,1,0.928649,3.928377,0
659,3_8,25.646213,0.340649,0.594786,0.731394,5.850308,0.853524,1.034138,0.933669,0.622222,0,0,0.925595,3.921906,1
660,3_8,23.374389,0.039913,0.987839,0.983194,40.196568,1.005379,0.960812,1.039522,0.977778,1,1,0.940315,3.933563,1
661,3_8,25.166446,0.223313,0.567621,1.135747,5.249265,1.138133,0.978679,0.619830,0.800000,1,1,0.929120,3.928802,1
662,3_8,25.309922,0.232144,0.663601,1.419182,3.800320,0.906735,1.082614,1.354268,0.844444,0,0,0.950467,3.946641,0
663,3_8,25.161119,0.223549,0.646499,1.044346,6.007850,0.911985,1.017923,0.934285,0.800000,0,0,0.945770,3.910519,1
664,3_8,25.200880,0.213685,0.600852,1.411933,4.521781,0.953373,0.900017,1.073612,0.888889,0,0,0.948153,3.920956,0
665,3_8,25.313716,0.229420,0.583546,0.633873,5.969627,1.034261,0.969303,1.434239,0.866667,0,0,0.948218,3.917847,0
666,3_8,25.367629,0.267555,0.875321,0.755492,6.048735,0.926567,0.996332,1.319931,0.666667,0,0,0.944370,3.900600,1
667,3_8,24.437102,0.115098,0.679309,0.779216,9.211099,0.993692,1.145131,1.295912,0.775510,1,0,0.960385,4.002273,1
668,3_8,25.293259,0.249799,0.492713,1.324854,4.353060,0.903145,1.075812,0.995210,0.755556,1,0,0.956359,3.965100,0
669,3_8,25.007099,0.195122,0.940742,1.276812,6.742465,1.012436,0.974493,0.356996,0.911111,0,0,0.955229,3.955036,1
670,3_8,25.062359,0.197027,0.657546,1.619465,5.338677,1.126369,0.902275,0.385700,0.822222,7,2,0.953944,3.934252,0
671,3_8,23.892795,0.070554,0.850219,0.948204,25.768084,0.985201,0.944665,0.950149,1.000000,1,1,0.958754,3.966819,1
672,3_8,25.147620,0.199453,0.883410,1.159567,7.624852,0.981612,0.914890,0.369454,0.822222,0,0,0.955848,3.945326,1
673,3_8,24.550790,0.151098,0.602687,0.981355,9.835463,1.354166,1.619545,1.608143,0.777778,1,1,0.908537,3.894498,0
674,3_8,25.140870,0.215358,0.694410,1.174260,7.152572,0.897825,1.055181,0.502895,0.866667,1,1,0.959808,3.970912,1
675,3_8,25.103605,0.218787,0.655513,1.398947,5.611859,0.912585,1.158771,0.692093,0.777778,0,0,0.963085,3.997960,1
676,3_8,25.354410,0.253978,0.950217,0.946671,6.360005,1.028318,0.997832,0.936255,0.777778,1,1,0.908991,3.895656,1
677,3_8,24.998847,0.191164,0.874512,1.091343,6.385455,1.037731,0.977028,1.753026,0.800000,2,2,0.960721,3.971481,1
678,3_8,24.388683,0.104535,0.871319,1.152618,13.771980,1.158798,0.951838,0.691929,0.933333,1,1,0.960023,3.963415,1
679,3_8,25.273880,0.238142,0.628183,0.874792,6.762952,1.002491,0.988324,1.022889,0.755556,6,3,0.955442,3.929965,0
680,3_8,25.294547,0.239304,0.675599,1.054629,9.030242,0.943648,0.894100,1.025106,0.933333,0,0,0.950681,3.900842,1
681,3_8,25.325582,0.250697,0.480349,1.350220,5.292715,0.949334,0.982459,0.897822,0.822222,0,0,0.958757,3.934875,1
682,3_8,24.991683,0.184104,0.821904,1.188083,7.961613,0.982036,1.073736,0.888437,0.888889,0,0,0.961454,3.953122,1
683,3_8,25.500252,0.285724,0.613222,1.131761,6.649475,1.070619,0.926944,0.904164,0.755556,1,1,0.963510,3.966031,1
684,3_8,25.587575,0.321715,0.757800,1.210909,6.220258,0.933562,0.989179,0.551897,0.844444,1,0,0.912906,3.900436,1
685,3_8,26.307738,0.632524,0.848258,0.838032,6.569328,1.059105,1.059843,1.128066,0.733333,0,0,0.965416,3.978367,1
