num,patch,mag,magerr,elongation_norm,fwhm_norm,significance_abs,residual,psffit_sigma_ratio,psffit_peak_ratio,frac_det,density,density_good,bapsf,psf,score
686,3_8,25.363285,0.268325,0.411351,1.210945,4.395752,0.987622,0.973945,0.648261,0.844444,0,0,0.967900,3.992691,0
687,3_8,25.599119,0.324591,0.778643,0.908143,6.017448,0.921857,0.883454,0.840270,0.711111,0,0,0.956260,3.906320,1
688,3_8,25.644524,0.338934,0.798026,0.952778,6.645286,1.004094,0.969171,0.562126,0.755556,0,0,0.964572,3.952614,1
689,3_8,23.810419,0.063499,0.803523,1.068708,22.849442,0.985976,1.182485,0.850965,0.933333,1,1,0.952086,3.884265,1
690,3_8,25.172228,0.216973,0.748456,0.716155,8.593560,1.015009,1.089100,1.618682,0.666667,1,1,0.959837,3.916897,1
691,3_8,25.407916,0.266115,0.655816,0.928457,9.585154,1.042731,1.093219,0.904733,0.822222,0,0,0.962096,3.928002,1
692,3_8,25.209222,0.229311,0.787335,1.439745,4.438346,0.948391,1.088306,0.697301,0.822222,0,0,0.970529,3.987451,1
693,3_8,25.130498,0.208958,0.806603,0.934388,6.580405,1.053386,1.006627,1.033020,0.688889,0,0,0.956054,3.890787,1
694,3_8,25.077672,0.202328,0.445503,1.087070,7.623280,1.135117,1.045883,1.154263,0.866667,0,0,0.969911,3.976984,1
695,3_8,29.535984,11.445132,0.638896,0.960350,4.347206,1.327928,0.497951,0.742544,0.777778,1,1,0.953106,3.880794,0
696,3_8,24.864311,0.165301,1.024150,1.141294,9.271891,0.979287,0.954613,0.951041,0.888889,0,0,0.970902,3.977399,1
697,3_8,22.593016,0.019288,0.982069,1.006195,77.280810,1.090561,1.034206,0.950802,1.000000,1,1,0.963268,3.915129,1
698,3_8,24.738160,0.151277,0.684164,1.147540,9.853270,0.920758,0.979041,0.694064,0.933333,0,0,0.921459,3.897377,1
699,3_8,24.859888,0.158851,0.824165,0.884656,9.962662,0.853075,1.060371,1.130127,0.844444,1,1,0.964516,3.915424,1
700,3_8,25.663391,0.319347,0.610219,1.467105,4.651988,0.994742,1.041094,0.720016,0.755556,4,2,0.964521,3.913169,0
701,3_8,24.641532,0.121602,0.942997,1.084412,15.211605,1.069031,0.908344,1.053672,0.977778,1,1,0.958948,3.883119,1
702,3_8,24.974456,0.178518,0.488101,1.239468,6.469586,0.928604,1.079980,1.058992,0.777778,2,1,0.969585,3.939993,1
703,3_8,25.695087,0.341904,0.839151,0.848052,5.318576,0.950684,0.922363,0.967948,0.755556,5,0,0.923722,3.900740,0
704,3_8,25.005726,0.186976,0.435362,1.248985,6.966418,0.961914,1.031783,0.719269,0.866667,1,1,0.973988,3.968432,1
705,3_8,25.384004,0.239133,0.759235,1.602439,4.835889,0.942022,0.814313,0.093998,0.844444,0,0,0.961456,3.890715,1
706,3_8,22.530825,0.018699,1.014648,0.993837,76.402179,1.111018,0.876994,0.954192,1.000000,5,2,0.970271,3.940830,1
707,3_8,25.739980,0.362667,0.724708,0.802465,4.588489,0.925018,0.923686,1.078082,0.777778,2,1,0.970703,3.941704,1
708,3_8,25.037089,0.186205,0.849458,0.920934,8.212029,1.011934,1.054713,1.419681,0.800000,0,0,0.962343,3.891689,1
709,3_8,22.064807,0.011788,1.000121,1.007438,115.307952,1.155000,1.023494,0.953916,1.000000,2,2,0.959906,3.880252,1
710,3_8,25.348905,0.255676,0.624557,1.320694,5.618223,0.721740,1.001258,1.008913,0.844444,0,0,0.925212,3.895981,0
711,3_8,25.097554,0.198885,0.483499,1.039911,4.978937,1.005665,0.922984,1.209165,0.666667,2,2,0.967017,3.915663,0
712,3_8,25.447572,0.283688,0.631215,1.443489,4.448790,0.945052,1.078676,0.660463,0.777778,1,1,0.968430,3.923392,0
713,3_8,24.471846,0.108370,0.939497,0.992381,16.500509,0.924274,0.903804,0.841713,0.844444,1,1,0.967395,3.916109,1
714,3_8,25.611111,0.333542,0.691951,0.875738,5.814374,1.098339,1.022836,0.815712,0.688889,0,0,0.961422,3.885106,1
715,3_8,25.601419,0.322613,0.469094,0.971127,8.571276,1.043767,1.012881,0.845348,0.755556,1,1,0.973302,3.953662,1
716,3_8,25.725705,0.353525,0.627250,1.079323,5.204108,0.883424,0.967883,0.612475,0.777778,1,1,0.974725,3.961366,0
717,3_8,25.773850,0.376332,0.580806,1.334803,5.109800,1.039828,0.924949,1.107502,0.733333,0,0,0.966518,3.908229,1
718,3_8,25.584239,0.316636,0.446759,0.944049,5.270974,0.895266,1.004734,0.718849,0.822222,1,1,0.968912,3.922161,1
719,3_8,24.959647,0.181775,0.452063,1.190665,5.273117,1.003080,1.101397,1.449528,0.777778,0,0,0.971042,3.933916,0
720,3_8,24.937100,0.157135,0.950735,0.774562,8.364527,1.014103,0.900633,1.172991,0.777778,2,2,0.960738,3.879344,1
721,3_8,26.120381,0.491518,0.857496,0.823883,4.666452,1.013365,0.950287,1.569871,0.711111,1,1,0.961467,3.880847,0
722,3_8,25.574796,0.282123,0.476916,1.369448,4.914262,1.052253,1.010649,1.099878,0.777778,3,3,0.961257,3.879556,0
723,3_8,25.232594,0.228608,0.575970,1.251008,7.556327,0.923572,1.022185,0.802538,0.888889,1,1,0.967867,3.909311,1
724,3_8,25.065375,0.187044,0.615636,0.801657,5.045563,1.072923,1.025095,0.223589,0.688889,2,0,0.928286,3.902178,0
725,3_8,24.941274,0.170406,0.591498,1.546627,6.012435,0.989876,0.921562,0.660552,0.844444,0,0,0.963362,3.882033,1
726,3_8,24.828200,0.161902,0.716471,1.154452,8.667551,1.078736,0.946243,1.044112,0.888889,0,0,0.929194,3.901079,1
727,3_8,25.427272,0.272254,0.712416,0.690607,5.364288,1.009831,1.196283,1.577574,0.688889,0,0,0.970702,3.916477,1
728,3_8,24.811469,0.155555,0.434672,1.064809,9.268292,1.140199,1.021451,1.104248,0.822222,0,0,0.974353,3.935996,1
729,3_8,24.946115,0.159535,0.723400,1.090927,7.106494,0.937936,0.952974,1.201922,0.888889,0,0,0.961269,3.871116,1
730,3_8,25.184925,0.211346,0.577412,1.058568,7.050086,0.917368,0.989509,0.428986,0.822222,0,0,0.930653,3.898381,1
731,3_8,25.438580,0.265139,0.699014,1.089577,5.733825,1.105731,0.993681,0.913503,0.733333,1,1,0.963220,3.872949,1
732,3_8,24.857808,0.160282,1.005510,1.094575,10.944910,1.083602,0.925231,1.167176,0.888889,0,0,0.931701,3.899638,1
733,3_8,25.327085,0.232194,0.529152,0.926274,5.708529,0.928897,1.007350,0.600482,0.777778,1,0,0.962342,3.867249,1
734,3_8,25.430463,0.270877,0.621944,1.018517,8.058902,0.973209,1.045884,0.792598,0.800000,0,0,0.969419,3.894436,1
735,3_8,23.538042,0.090172,1.010339,1.719679,7.103289,1.517182,1.585680,0.351899,0.911111,0,0,0.964350,3.872499,0
736,3_8,27.265103,1.377876,0.699187,1.043284,5.416026,0.904868,0.821246,0.965748,0.822222,0,0,0.965612,3.873915,1
737,3_8,25.870277,0.401625,0.443430,1.118831,6.251765,1.016048,1.088580,0.928767,0.755556,1,1,0.978300,3.934307,1
738,3_8,25.645420,0.335270,0.954659,0.851603,5.116307,0.959258,1.016834,0.591075,0.733333,0,0,0.973134,3.902302,1
739,3_8,23.784640,0.059806,0.970256,0.983502,28.764872,1.007740,0.895251,0.826790,0.977778,2,2,0.978459,3.928542,1
740,3_8,23.812190,0.060040,0.920810,1.031439,26.382917,0.936187,1.042849,0.931632,0.977778,0,0,0.965702,3.869397,1
741,3_8,23.789402,0.062093,0.938068,1.061469,24.788813,1.032342,1.093522,0.811648,0.977778,0,0,0.962761,3.860726,1
742,3_8,24.802715,0.149314,0.948622,1.155326,9.924150,1.024390,0.938372,1.211528,0.955556,0,0,0.964552,3.864162,1
743,3_8,24.811891,0.156246,0.618615,1.517418,7.026892,0.961473,1.031961,1.326651,0.822222,3,2,0.978492,3.922860,1
744,3_8,25.250996,0.238822,0.605818,1.062726,6.442518,0.839520,1.042005,1.080609,0.866667,0,0,0.969930,3.879633,1
745,3_8,25.208930,0.214480,0.591485,0.878149,9.641824,1.039121,0.990483,1.319762,0.844444,1,1,0.977851,3.915817,1
746,3_8,25.704429,0.363329,0.506451,0.722068,5.492086,0.969073,1.000621,0.989279,0.555556,1,0,0.968045,3.871968,1
747,3_8,24.880218,0.166009,0.864780,0.923566,13.476768,1.041034,0.940705,1.112092,0.911111,1,1,0.981027,3.931706,1
748,3_8,26.159562,0.548473,0.716488,0.830368,4.750748,0.980397,0.917741,0.094669,0.688889,0,0,0.972757,3.891383,1
749,3_8,25.271203,0.209707,0.505743,0.911757,9.354998,0.960388,0.917990,1.178189,0.777778,1,1,0.964619,3.861186,1
750,3_8,26.649914,0.806286,0.663920,0.823890,6.502077,0.971880,1.035244,0.850277,0.711111,0,0,0.977379,3.912377,1
751,3_8,25.828350,0.411940,0.500363,1.240474,4.100948,1.080523,1.032473,0.737971,0.911111,0,0,0.972005,3.886579,0
752,3_8,24.489249,0.109671,0.786934,0.961602,15.200292,1.062009,0.953965,0.860912,0.866667,5,2,0.979124,3.919753,1
753,3_8,24.392966,0.107510,0.872976,0.968469,12.897346,0.987057,1.090450,0.864859,0.933333,1,0,0.962360,3.856618,1
754,3_8,25.742275,0.349795,0.585660,0.807038,6.731207,1.078801,0.895024,1.563014,0.777778,1,1,0.978235,3.912641,1
755,3_8,27.076844,1.163935,0.586918,0.713743,5.452192,0.983540,0.890723,1.079440,0.755556,0,0,0.966724,3.864480,1
756,3_8,23.641402,0.053260,0.918894,1.047793,25.295241,1.092520,0.987586,1.056513,1.000000,1,1,0.981456,3.927430,1
757,3_8,25.218248,0.218969,0.706002,0.871381,9.253494,1.093572,0.972202,1.017567,0.822222,0,0,0.963736,3.856282,1
758,3_8,24.482100,0.114158,0.818968,1.748346,5.332217,1.340898,0.991568,0.066644,0.888889,3,1,0.975633,3.894913,0
759,3_8,25.551371,0.277920,0.415891,1.026746,5.663274,0.903895,0.958105,1.064613,0.733333,0,0,0.972299,3.879839,1
760,3_8,25.304064,0.243398,0.638584,0.807328,6.690590,0.970216,1.180485,1.234074,0.755556,0,0,0.974127,3.886751,1
761,3_8,25.289331,0.221564,0.560209,0.923864,6.051678,0.959558,0.950964,0.955303,0.711111,0,0,0.964078,3.855084,1
762,3_8,25.188118,0.231718,0.707506,1.127717,6.255051,1.134467,1.039211,1.017032,0.755556,0,0,0.979019,3.906117,1
763,3_8,26.658535,0.836626,0.682106,0.755455,5.269629,0.932782,1.008455,1.366360,0.622222,2,2,0.981562,3.917494,1
764,3_8,25.704348,0.355411,0.492477,0.762646,5.228368,0.985096,0.976072,1.182730,0.733333,0,0,0.941678,3.905702,1
765,3_8,24.231831,0.091229,0.549669,1.473020,9.366015,1.480613,1.224530,0.561478,0.911111,6,2,0.975315,3.889181,0
766,3_8,24.744547,0.145312,0.887987,1.012476,10.461612,1.042904,0.988386,1.055517,0.866667,6,2,0.975444,3.889210,1
767,3_8,25.219110,0.222075,0.604387,1.495780,5.953064,0.907841,1.082993,1.082689,0.844444,1,1,0.981848,3.916051,1
768,3_8,25.357230,0.258856,0.427291,1.265444,4.520400,1.184004,0.851431,0.772184,0.755556,0,0,0.968176,3.862793,0
769,3_8,25.383201,0.242347,0.682614,1.516470,4.754237,0.872840,0.953208,0.698377,0.822222,0,0,0.965015,3.855350,0
770,3_8,25.521132,0.267552,0.498137,1.044474,5.281341,1.106217,0.889805,1.062669,0.711111,0,0,0.963422,3.853018,1
771,3_8,25.609238,0.335754,0.490443,1.050025,5.230064,0.897172,0.968881,1.353163,0.711111,1,0,0.979690,3.903781,1
772,3_8,23.519515,0.048106,0.959922,0.984103,32.525724,0.967740,1.086363,0.990457,0.977778,0,0,0.978688,3.899314,1
773,3_8,25.023020,0.182294,0.496626,1.210226,4.359465,1.212554,0.849014,-0.036405,0.755556,0,0,0.967520,3.859996,0
774,3_8,25.847290,0.395449,0.593629,1.216009,4.691704,0.883838,0.867679,1.386930,0.844444,0,0,0.962300,3.851780,1
775,3_8,25.526723,0.335094,0.554196,0.857992,5.425575,0.991486,1.227673,0.789064,0.688889,1,1,0.967899,3.860759,0
776,3_8,25.754008,0.361875,0.586009,0.660250,5.234527,1.207568,0.941912,1.773174,0.711111,0,0,0.965519,3.855525,1
777,3_8,24.474245,0.108687,0.908343,1.095075,12.380325,0.839324,1.007096,0.886165,0.933333,2,2,0.967763,3.860302,1
778,3_8,24.564160,0.128157,0.904637,1.005165,12.176504,1.088157,1.152957,1.017573,0.933333,0,0,0.943811,3.906366,1
779,3_8,25.262434,0.222023,0.593190,1.344612,5.877465,1.016989,0.940627,0.943603,0.888889,1,0,0.976198,3.887055,1
780,3_8,26.346086,0.639433,0.619476,0.747623,4.550614,1.024017,0.909132,1.379531,0.688889,0,0,0.978048,3.893846,0
781,3_8,25.060665,0.195820,0.877751,1.272378,7.527491,1.106872,0.994540,0.694494,0.933333,1,1,0.962219,3.851690,1
782,3_8,25.747289,0.354557,0.419594,0.876118,4.633323,1.132224,0.933153,1.308977,0.800000,0,0,0.981313,3.907019,1
783,3_8,25.407079,0.388702,0.459522,0.672347,4.721404,1.192503,1.603022,2.718758,0.755556,1,0,0.979166,3.897834,0
784,3_8,25.372277,0.235205,0.735722,0.740713,6.054509,0.916422,0.839528,1.318879,0.688889,2,1,0.963507,3.852913,1
785,3_8,28.213279,3.677063,0.757822,0.572621,4.974163,1.451835,1.730699,2.261986,0.466667,0,0,0.962769,3.852236,0
786,3_8,25.161249,0.216410,0.696296,1.055228,5.554937,1.171489,0.804805,1.277535,0.755556,0,0,0.974112,3.879140,1
787,3_8,25.688229,0.344477,0.930419,0.805346,6.955048,1.022945,1.034393,1.136003,0.800000,1,1,0.961969,3.851717,1
788,3_8,25.633790,0.301173,0.553270,1.170272,5.303908,0.905827,0.988727,0.793982,0.822222,0,0,0.964952,3.854969,1
789,3_8,26.379606,0.614885,0.437930,0.927325,5.037911,1.054363,0.979566,1.057158,0.777778,0,0,0.976113,3.885930,0
790,3_8,25.205858,0.217733,0.601206,1.059820,8.413997,0.994932,0.961627,0.573738,0.777778,1,0,0.965645,3.856329,1
791,3_8,24.901322,0.154899,0.916829,0.915370,9.472323,1.089226,0.929046,0.957326,0.866667,1,1,0.962573,3.852485,1
792,3_8,23.327195,0.038380,0.888742,1.022836,41.734239,1.056395,0.891453,1.006340,1.000000,0,0,0.979245,3.897708,1
793,3_8,25.288664,0.241247,0.908595,0.973520,6.847161,1.016713,0.844279,1.145389,0.844444,1,1,0.976611,3.887833,1
794,3_8,23.771576,0.062207,1.001504,1.040364,23.980737,0.989025,1.196253,0.895399,0.977778,1,1,0.976282,3.886645,1
795,3_8,25.062390,0.192438,0.980723,0.948105,10.291266,1.121244,0.886811,0.820488,0.800000,0,0,0.973672,3.877986,1
796,3_8,25.232776,0.218874,0.672691,0.926581,5.870806,0.775151,1.011224,0.709592,0.688889,0,0,0.945368,3.908068,1
797,3_8,25.855879,0.407333,0.724348,0.846612,5.115044,0.964495,0.828451,0.787011,0.733333,0,0,0.967901,3.861970,1
798,3_8,25.964375,0.464195,0.723048,0.857443,4.366407,0.838991,1.014075,0.380768,0.733333,0,0,0.945124,3.908123,0
799,3_8,26.645801,0.782794,0.690500,1.060658,5.795403,0.971933,1.033276,1.071958,0.866667,1,1,0.944713,3.908200,1
800,3_8,25.716465,0.333080,0.461827,1.084878,4.912085,0.957336,0.892607,0.801698,0.755556,0,0,0.964421,3.855488,1
801,3_8,27.903250,2.587626,0.549937,0.689524,5.414452,1.122937,1.089593,2.072678,0.711111,0,0,0.973807,3.879396,1
802,3_8,24.622859,0.119892,0.871237,0.955081,15.822688,0.922253,1.017375,0.984970,0.933333,0,0,0.963097,3.854287,1
803,3_8,25.742702,0.373386,0.608876,0.829140,6.661922,0.870414,0.982934,0.930325,0.711111,0,0,0.945452,3.908596,1
804,3_8,24.477481,0.108645,0.813754,0.931416,13.828110,0.971095,0.929774,0.916234,0.866667,1,1,0.960909,3.852738,1
805,3_8,25.892181,0.422833,0.740075,0.934983,5.202379,0.921772,0.967216,0.526242,0.822222,2,2,0.944546,3.909235,1
806,3_8,22.320327,0.015069,0.986000,1.006214,88.014607,0.997072,0.955137,0.963521,1.000000,1,1,0.962637,3.854827,1
807,3_8,26.150666,0.521799,0.639230,1.062677,4.760723,0.994870,0.877908,0.640479,0.800000,1,1,0.944862,3.909290,0
808,3_8,23.614911,0.048213,0.971791,1.009202,31.443018,1.018557,0.917119,0.959069,0.955556,1,0,0.968877,3.867760,1
809,3_8,24.769506,0.169631,0.808467,0.644496,16.203267,2.607425,3.126871,1.952975,0.666667,1,0,0.959102,3.852965,0
810,3_8,24.582758,0.186221,0.520966,0.612982,6.634470,1.384588,2.365124,2.102558,0.755556,0,0,0.969737,3.870159,0
811,3_8,23.919399,0.061155,0.936692,0.986712,25.220061,1.082013,1.019152,0.843818,0.933333,1,0,0.960396,3.853564,1
812,3_8,25.642682,0.334965,0.617383,1.202796,5.906670,0.903440,1.099151,1.222244,0.733333,1,1,0.961684,3.854668,0
813,3_8,25.185360,0.223770,0.561923,0.937773,7.649891,1.039811,1.006538,0.988700,0.866667,1,1,0.945432,3.909265,0
814,3_8,24.900634,0.162063,0.648632,0.963792,10.229315,0.976782,0.901918,1.017716,0.866667,2,2,0.944609,3.909726,1
815,3_8,26.184297,0.516372,0.453058,0.819986,4.642007,1.157490,1.024678,1.975721,0.777778,1,1,0.962711,3.856207,0
816,3_8,25.158115,0.211677,0.568336,1.317788,5.955305,0.984027,0.931355,0.446826,0.800000,0,0,0.970551,3.872979,1
817,3_8,25.323277,0.234785,0.919618,0.989449,7.930095,1.194390,1.097637,0.634592,0.777778,1,1,0.962768,3.856379,1
818,3_8,24.764676,0.145666,0.789203,0.986017,9.930690,1.128317,1.033033,0.760388,0.822222,1,1,0.945121,3.909642,1
819,3_8,25.885322,0.408188,0.666238,0.840606,6.213244,1.061026,1.068084,1.520540,0.688889,0,0,0.969396,3.870619,1
820,3_8,25.319292,0.275890,0.647450,0.838413,7.520366,1.285972,1.149557,0.744262,0.666667,1,1,0.956490,3.853830,0
821,3_8,24.732717,0.155416,0.720462,0.904647,9.747481,0.948454,0.940304,1.400924,0.911111,0,0,0.944768,3.909977,0
822,3_8,25.360937,0.254192,0.527136,1.059301,3.854147,0.989782,0.963536,1.145346,0.822222,1,0,0.973648,3.883653,0
823,3_8,25.270653,0.239549,0.903680,0.825244,11.147888,1.048713,1.066589,1.056237,0.822222,1,1,0.959833,3.854640,1
824,3_8,26.124895,0.479738,0.566684,0.814613,4.748205,0.963396,1.029655,0.634203,0.733333,1,0,0.964456,3.861131,1
825,3_8,24.566107,0.108099,0.640909,1.390881,11.792105,1.186083,0.848559,0.706210,0.866667,0,0,0.959975,3.855131,1
826,3_8,25.325689,0.249729,0.784819,0.958691,7.767095,0.995144,0.995610,1.015484,0.777778,0,0,0.956398,3.854259,1
827,3_8,27.522500,1.791014,0.609249,0.771150,5.775603,1.122785,1.002699,0.905104,0.711111,0,0,0.965699,3.863908,1
828,3_8,22.771838,0.023411,0.929964,1.016957,68.743527,1.083072,1.054943,1.023250,1.000000,0,0,0.973690,3.885869,1
829,3_8,25.305644,0.226977,0.523125,1.052362,7.443983,0.965763,1.341592,1.180869,0.755556,0,0,0.958770,3.854627,1
830,3_8,24.562283,0.117249,0.738867,1.429182,9.209532,0.967182,1.018715,0.980784,0.822222,2,2,0.966341,3.865568,1
831,3_8,24.772644,0.147779,0.704778,0.990658,10.764122,1.081286,1.028938,1.039665,0.911111,0,0,0.955402,3.854826,1
832,3_8,24.289693,0.091671,0.683975,1.291238,14.802798,1.126224,0.952565,0.797161,1.000000,1,1,0.974478,3.890086,1
833,3_8,25.830649,0.362666,0.830747,0.855048,5.754317,1.014562,0.906012,1.506258,0.711111,1,1,0.958890,3.855094,1
834,3_8,24.201455,0.087003,0.892040,0.932818,20.766553,0.968251,1.065208,0.981021,0.911111,1,1,0.971951,3.882738,1
835,3_8,25.462461,0.288979,0.666934,1.150052,5.997558,0.940170,0.892287,1.122252,0.866667,1,1,0.943978,3.910985,1
836,3_8,23.842425,0.065918,0.977318,1.016062,24.922990,1.087664,1.156898,0.780034,0.933333,1,1,0.971585,3.881808,1
837,3_8,25.765173,0.386723,0.619918,0.899218,5.040597,1.072640,1.042473,0.683536,0.711111,2,2,0.965117,3.865012,1
838,3_8,23.768644,0.055817,0.896406,1.045298,28.043492,1.006531,0.953066,1.031052,0.977778,1,0,0.969184,3.874996,1
839,3_8,25.750052,0.370003,0.421808,0.794796,5.867207,0.995031,1.066573,1.364233,0.644444,1,1,0.944102,3.910911,1
840,3_8,25.398026,0.266690,0.526785,1.466400,4.504280,1.165239,1.047381,0.529883,0.844444,1,1,0.972934,3.888059,0
841,3_8,25.437456,0.250719,0.669333,0.925124,8.365586,1.070529,0.904738,0.862934,0.777778,0,0,0.954146,3.856911,1
842,3_8,25.889664,0.377333,0.807133,0.923007,6.299900,1.010619,0.726370,1.255599,0.800000,0,0,0.951878,3.857919,1
843,3_8,25.957922,0.475060,0.764380,0.706011,5.759797,1.056353,1.166380,1.920593,0.644444,2,1,0.955067,3.857002,0
844,3_8,24.856701,0.144440,0.662425,1.189277,9.528699,1.115098,0.918035,0.575048,0.911111,0,0,0.952242,3.857833,1
845,3_8,25.935774,0.413920,0.738631,0.948110,5.798060,0.921959,0.963218,1.067533,0.844444,0,0,0.953267,3.857849,1
846,3_8,26.186637,0.521792,0.796860,0.866474,5.239805,0.944978,0.972807,1.036588,0.622222,0,0,0.960752,3.864386,0
847,3_8,24.434119,0.111794,0.710532,1.756566,7.368691,0.938716,1.181843,0.901658,0.911111,0,0,0.942333,3.912285,0
848,3_8,23.404494,0.037602,0.956386,1.020563,39.488748,1.055133,0.886742,0.946264,0.955556,0,0,0.957258,3.860009,1
849,3_8,24.604103,0.121161,0.869845,0.888171,13.597008,0.954714,0.859152,1.215924,0.866667,2,1,0.953622,3.858059,1
850,3_8,25.277380,0.216834,0.923880,1.038117,11.557573,1.136092,0.948963,1.176844,0.888889,0,0,0.961470,3.866642,1
851,3_8,25.554243,0.290230,0.850644,0.830913,8.029015,1.041906,0.880966,1.155018,0.688889,3,1,0.960289,3.865373,1
852,3_8,25.013936,0.223518,0.517422,0.645807,5.950640,1.040050,1.170828,1.196472,0.800000,1,0,0.964245,3.875316,0
853,3_8,26.695159,1.044382,0.592565,0.600950,3.583207,0.992877,1.224319,2.769447,0.577778,1,1,0.956566,3.861972,0
854,3_8,25.344635,0.245555,0.481085,1.308977,5.640943,1.030153,0.922172,1.343314,0.822222,1,0,0.960980,3.869079,1
855,3_8,24.656674,0.120044,0.889199,0.918304,13.187738,0.830794,1.008826,1.037935,0.822222,1,1,0.956183,3.861988,1
856,3_8,26.245497,0.614930,0.823307,0.578237,3.561440,0.930807,1.209191,2.291304,0.711111,0,0,0.949119,3.860445,0
857,3_8,25.514103,0.276366,0.840718,1.019711,6.904896,0.855433,0.841681,1.067427,0.822222,0,0,0.957554,3.864296,1
858,3_8,25.150755,0.238148,0.727945,0.507874,4.022639,1.165722,1.035936,1.224714,0.644444,1,0,0.954115,3.860809,0
859,3_8,25.833885,0.380161,0.737207,0.977098,6.187416,0.913734,1.021268,0.997717,0.755556,0,0,0.949474,3.860346,1
860,3_8,26.422402,0.654497,0.537505,0.704485,4.224289,1.061458,1.025744,0.731036,0.688889,0,0,0.950830,3.860379,0
861,3_8,24.579060,0.118971,0.749060,1.228849,11.003633,0.913958,0.967814,0.937820,0.844444,0,0,0.960476,3.871011,1
862,3_8,25.311712,0.213578,0.496603,1.464774,5.409440,0.876857,1.021705,1.031068,0.733333,0,0,0.948123,3.861337,1
863,3_8,29.883786,18.306022,0.467200,0.747749,4.279357,0.903830,1.385857,0.954513,0.688889,0,0,0.964190,3.883411,0
864,3_8,24.501569,0.120485,0.908912,1.065547,12.076350,0.953225,1.170607,0.807070,0.911111,0,0,0.958646,3.869740,1
865,3_8,25.403102,0.244757,0.781108,1.075468,7.617222,0.969977,1.011022,0.829083,0.844444,0,0,0.960105,3.872788,1
866,4_7,25.449825,0.315467,0.742797,1.139754,3.762299,1.039180,1.008964,1.966192,0.711111,0,0,0.883806,3.986416,0
867,4_7,26.826304,1.112883,0.511192,0.654194,3.692100,1.141891,1.059606,1.436821,0.733333,1,1,0.854285,3.935192,0
868,4_7,25.643687,0.380393,0.644263,0.850360,4.172820,0.969680,1.037299,0.726440,0.666667,1,1,0.853262,3.932006,0
869,4_7,25.919729,0.449799,0.980734,0.539706,3.742986,0.991459,1.142277,1.370656,0.466667,0,0,0.897713,3.972299,0
870,4_7,26.286979,0.812449,0.740244,0.803640,4.464105,1.155690,1.381486,1.427586,0.266667,2,0,0.869242,3.988147,0
871,4_7,24.663628,0.155391,0.969070,1.836703,4.277970,1.091810,1.115433,0.390909,0.733333,1,1,0.873734,3.985441,0
872,4_7,25.801812,0.378584,0.635578,0.962346,4.506515,0.989555,0.856330,0.876658,0.800000,0,0,0.903073,3.968175,0
873,4_7,25.248806,0.234809,0.422527,0.901523,3.025295,0.988059,1.007705,1.887235,0.733333,1,1,0.905305,3.965565,0
874,4_7,24.672557,0.147369,0.778839,1.764745,2.133464,0.960433,1.182305,1.116743,0.844444,1,1,0.905474,3.965243,0
875,4_7,25.442232,0.275353,0.787469,0.968087,3.692707,0.897545,0.962030,1.109199,0.733333,3,2,0.905079,3.964302,0
876,4_7,25.265867,0.254707,0.652533,1.518232,2.541120,1.083193,1.060472,0.644248,0.733333,2,1,0.906106,3.963760,0
877,4_7,25.017883,0.195415,1.019949,1.668613,2.485172,0.933877,0.939446,1.417222,0.822222,3,2,0.905817,3.963267,0
878,4_7,25.165124,0.226039,0.470591,1.443883,3.939561,0.989865,1.050401,0.504880,0.800000,0,0,0.906863,3.963587,0
879,4_7,25.760005,0.410503,0.527701,1.000168,4.318803,0.961014,1.047832,0.487956,0.777778,0,0,0.895610,3.957995,0
880,4_7,25.149237,0.212868,0.864376,1.749344,3.141641,1.071752,0.969279,1.155453,0.777778,3,2,0.906205,3.962586,0
881,4_7,25.483700,0.312905,0.506946,0.753473,4.550238,1.111104,1.013785,0.831783,0.711111,2,2,0.906007,3.959736,0
882,4_7,25.331091,0.265756,0.570994,0.906560,2.908988,1.174689,1.080964,1.405440,0.711111,1,0,0.900904,3.951460,0
883,4_7,25.281637,0.248092,0.894912,0.951941,3.562118,1.044627,0.855609,1.109834,0.755556,0,0,0.900050,3.946761,0
884,4_7,25.586876,0.346344,0.770486,0.895350,4.452125,1.000141,1.051141,0.672310,0.688889,1,1,0.895325,3.943329,0
885,4_7,25.823484,0.407002,0.570929,0.839412,4.339940,1.008501,1.031479,0.709721,0.688889,1,1,0.897312,3.941901,0
886,4_7,25.798277,0.393903,0.631438,0.822673,5.500770,0.990238,1.040962,1.116563,0.822222,0,0,0.911856,3.960320,0
887,4_7,26.724752,0.904314,0.655446,0.944919,5.289351,1.010458,0.931585,1.213738,0.777778,0,0,0.910357,3.947012,0
888,4_7,25.815548,0.672546,0.579821,0.563687,4.434655,1.206682,0.959039,1.780922,0.644444,3,2,0.903078,3.936740,0
889,4_7,25.488427,0.280450,0.559055,1.047097,5.258152,0.976842,0.924788,0.823966,0.755556,0,0,0.917394,3.953460,0
890,4_7,25.562864,0.314858,0.476778,0.921002,3.878782,0.972878,1.010741,1.088701,0.755556,1,0,0.914483,3.936403,0
891,4_7,25.101951,0.221305,0.416468,1.542100,4.274592,1.035106,1.200371,0.555072,0.777778,1,0,0.909141,3.930335,0
892,4_7,25.377476,0.257674,0.583128,1.154173,4.175334,0.939721,0.875882,0.317445,0.800000,0,0,0.916872,3.938926,0
